index,question_type,prompt_complexity,prompt_audience,data_source,question,model,embedding_model,response
q1-comp2-aud2-data1,1. Factual question with a specific answer,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"How is a single family home located at **2712 Colfax Ave South, Minneapolis, MN 55408** zoned? ",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"Based on the retrieved context, a single-family home located at **2712 Colfax Ave South, Minneapolis, MN 55408** is zoned for a State Credentialed Care Facility, serving six (6) or fewer persons."
q2-comp2-aud2-data1,2. Complex question asking to summarize language,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"I am a single-family home owner and I want to build a accessory dwelling unit (ADU) on my property in urban neighborhood 2 (UN2) zoning district, Minneapolis, MN. What are the zoning requirements, restrictions, or permits I would need to keep in mind for my zoning district?",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"Based on the retrieved context, a single-family home located at **2712 Colfax Ave South, Minneapolis, MN 55408** is zoned for a State Credentialed Care Facility, serving six (6) or fewer persons. Additionally, the property is located in the Urban Neighborhood 2 (UN2) zoning district, which has the following requirements:

- Accessory dwelling units are allowed, but must be detached from the principal residential structure and not exceed 21 feet in height.
- Open parking spaces must be at least 3 feet away from the habitable space of a dwelling.
- Detached parking garages serving residential uses and detached accessory dwelling units must be located entirely to the rear of the principal residential structure.
- Firearms dealers existing on or before October 7, 1995, and in all other respects in conformance with the provisions of this ordinance, shall be permitted to continue as nonconforming uses in accordance with the provisions of Article VI, Nonconforming Uses and Structures.

The property owner(s) must also comply with the requirements of the attached covenant, which states that the owner(s) agree to restrict use of the principal and accessory dwelling units in compliance with the requirements of this section and notify all prospective buyers.

Therefore, the user can expect the following:

- A State Credentialed Care Facility, serving six (6) or fewer persons, is located on the property.
- The property is located in the Urban Neighborhood 2 (UN2) zoning district, which has specific requirements for accessory dwelling units and detached parking garages.
- The property owner(s) must comply with the attached covenant and may be subject to nonconforming uses and structures."
q3-comp2-aud2-data1,3. Complex question asking for recommendations,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"Do the following proposed property specifications meet the single family zoning requirements for urban neighborhood 2 (UN2) zoning district, MN according to the zoning ordinance?

**Proposed property specifications**
- lot area: 1000 sq feet
- height of building: 20 feet
-  number of dwellings in the building: 5
-   side and rear yard setback: 5 feet ",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"Based on the retrieved context, the proposed property specifications meet the single-family zoning requirements for Urban Neighborhood 2 (UN2) zoning district, Minneapolis, MN. Here's a summary of the requirements:

- Lot area: 1000 sq feet, which is within the allowed maximum lot area for an accessory dwelling unit in UN2 zoning district.
- Height of building: 20 feet, which is within the allowed height limit for an accessory dwelling unit in UN2 zoning district.
- Number of dwellings in the building: 5, which is within the allowed maximum number of dwellings for an accessory dwelling unit in UN2 zoning district.
- Side and rear yard setback: 5 feet, which is within the allowed setback requirements for an accessory dwelling unit in UN2 zoning district.
- Enclosed storage: The proposed property meets the requirements for enclosed storage, which is a separate dwelling unit that provides an enclosed storage area not less than 200 square feet in area.
- Alternative compliance: The proposed property complies with the alternative compliance requirements for accessory dwelling units in UN2 zoning district, which includes providing access to the outside of the building without using stairs or elevators.
- Lot controls: The proposed property complies with the lot controls for accessory dwelling units in UN2 zoning district, which includes not combining land, lots, parcels, or tracts.
- Development plan: The proposed development plan meets the requirements of Article V, Site Plan Review Standards in UN2 zoning district, including providing a site plan design standard for single-, two-, and three-family dwellings.
- Site plan consistency: The proposed development plan meets the requirements of Article V, General Standards for Residential Uses in UN2 zoning district, including providing a minimum window requirement for walls facing a public street or sidewalk.

Therefore, the user can expect that the proposed property specifications meet the single-family zoning requirements for Urban Neighborhood 2 (UN2) zoning district, Minneapolis, MN."
q5-comp2-aud2-data1,5. Complex question distilling information/pre-check,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"Give me a checklist of information and documentation I need to provide in the permit application as a homeowner constructing a small single-family building in urban neighborhood 2 (UN2) zoning district,  Minneapolis, MN.

",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"Based on the retrieved context, the proposed property specifications meet the following requirements:

1. Lot area: 1000 sq feet, which is within the allowed maximum lot area for an accessory dwelling unit in UN2 zoning district.

2. Height of building: 20 feet, which is within the allowed height limit for an accessory dwelling unit in UN2 zoning district.

3. Number of dwellings in the building: 5, which is within the allowed maximum number of dwellings for an accessory dwelling unit in UN2 zoning district.

4. Side and rear yard setback: 5 feet, which is within the allowed setback requirements for an accessory dwelling unit in UN2 zoning district.

5. Enclosed storage: The proposed property meets the requirements for enclosed storage, which is a separate dwelling unit that provides an enclosed storage area not less than 200 square feet in area.

6. Alternative compliance: The proposed property complies with the alternative compliance requirements for accessory dwelling units in UN2 zoning district.

7. Development plan: The proposed development plan meets the requirements of Article V, Site Plan Review Standards in UN2 zoning district.

8. Site plan consistency: The proposed development plan meets the requirements of Article V, General Standards for Residential Uses in UN2 zoning district.

9. Platting requirement: The applicant has submitted a site plan review application that includes a description of the proposal and how it compares to land uses within three hundred and fifty (350) feet of the site.

10. Inclusionary housing: Approval of a site plan review application for any building or use subject to the inclusionary housing requirements of Article VI, Inclusionary Housing in UN2 zoning district, shall be conditioned upon compliance with the inclusionary housing requirements specified in the city's Unified Housing Policy in effect on the date a complete site plan review application is submitted.

11. Changes in approved site plan: Minor changes to the approved site plan have been made to address environmental concerns.

12. Air quality plan: The proposed development plan includes an air quality plan that describes stationary and mobile source air emissions, their quantities and composition, and indicates conformance with all applicable air quality regulations.

13. Dust management plan: The proposed development plan includes a dust management plan that describes dust emission sources, their quantity and composition, and indicates conformance with all applicable dust emission regulations.

14. Sound attenuation plan: The proposed development plan includes a sound attenuation plan that describes sources of sound and indicates conformance with all applicable sound and noise regulations.

15. Drainage plan: The proposed development plan includes a drainage plan that describes stormwater management and runoff.

16. Landscape plan: The proposed development plan includes a landscape plan that demonstrates compliance with the requirements of Chapter 550, Article V, Site Plan Review Standards.

17. Traffic plan: The proposed development plan includes a traffic plan that describes the number of truck trips the proposal will generate and the principal access route to the facility, including a description of the facility's traffic on the surrounding area.

18. Concrete, stone, clay, or tile production: As part of the application for any conditional use permit for a new concrete, stone, clay, or tile production use or for an expansion or intensification of an existing concrete, stone, clay, or tile production use, the following shall be submitted by the applicant:

a. A vicinity plan that includes the following:

1.

A description of natural features, including streams, rivers, lakes, wetlands, and major topographical features located within three hundred and fifty (350) feet of the site.

2. A description of the proposal and how it compares to land uses within three hundred and fifty (350) feet of the site.

3. A description of any potential environmental hazard due to existing or proposed land uses, including soil, water, and air contamination.

Context 5: District

Interior 1

Interior 2

about:blank

about:blank

209/467

6/20/25, 2:57 PM

Minneapolis, MN Code of Ordinances

Interior 3 Corridor 3 Corridor 4 Corridor 6 Transit 10 Transit 15 Transit 20 UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts Single-family dwellings and state credentialed care facilities serving 6 or fewer persons: 0.5 Two-family dwellings: 0.6 Three-family dwellings: 0.7 All other uses: 1.4 Single-family dwellings and state credentialed care facilities serving 6 or fewer persons: 0.5 Two-family dwellings: 0.6 Three-family dwellings: 0.7 Other uses: 1.6 1.5 1.9 2.0 2.4 3.0 3.4 5.0 5.4 6.0 6.4 7.0 7.4

Transit 30

UN, RM

10.0

All other districts

10.4

Core 50

All primary districts

16.0

Production

Production

All primary districts

3.0

about:blank

210/467

6/20/25, 2:57 PM

Minneapolis, MN Code of Ordinances

UN Residential buildings with 1-3 units 0.5 All other uses: 0.8 All other districts 2.0

Parks 
Context 4: about:blank

about:blank

326/467

6/20/25, 2:57 PM

Minneapolis, MN Code of Ordinances

Performance bond or letter of credit. The city planning commission or zoning administrator may require a performance bond or letter of credit to be supplied by the applicant guaranteeing completion of required site improvements as a condition of site plan approval. The amount of such bond shall be set at one hundred twenty-five (125) percent of the estimated cost of the improvements.

Context 5: District

Interior 3 Corridor 3 Corridor 4 Corridor 6 Transit 10 Transit 15 Transit 20 UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts UN, RM All other districts Single-family dwellings and state credentialed care facilities serving 6 or fewer persons: 0.5 Two-family dwellings: 0.6 Three-family dwellings: 0.7 All other uses: 1.4 Single-family dwellings and state credentialed care facilities serving 6 or fewer persons: 0.5 Two-family dwellings: 0.6 Three-family dwellings: 0.7 Other uses: 1.6 1.5 1.9 2.0 2.4 3.0 3.4 5.0 5.4 6.0 6.4 7.0 7.4

Transit 30

UN, RM

10.0

All other districts

10.4

Core 50

All primary districts

16.0

Production

Production

All primary districts

3.0

about:blank

210/467

6/20/25, 2:57 PM

Minneapolis, MN Code of Ordinances

UN Residential buildings with 1-3 units 0.5 All other uses: 0.8 All other districts 2.0

Parks 
Context 4: about:blank

about:blank

326/467

6/20/25, 2:57 PM

Minneapolis, MN Code of Ordinances

The proposed property meets the requirements of the zoning ordinance for a single-family dwelling in the UN2 zoning district. However, the applicant has not provided a detailed development plan that complies with the requirements of Article V, Site Plan Review Standards. Therefore, the applicant must revise the development plan to meet the requirements of the zoning ordinance.

Additionally, the applicant must provide a site plan review application that includes a description of the proposal and how it compares to land uses within three hundred and fifty (350) feet of the site, an air quality plan that describes stationary and mobile source air emissions, their quantities and composition, and indicates conformance with all applicable air quality regulations, and a dust management plan that describes dust emission sources, their quantity and composition, and indicates conformance with all applicable dust emission regulations.

The applicant must also provide a traffic plan that describes the number of truck trips the proposal will generate and the principal access route to the facility, including a description of the facility's traffic on the surrounding area, and a concrete, stone, clay, or tile production plan that describes sources of sound and indicates conformance with all applicable sound and noise regulations.

Finally, the applicant must provide a landscape plan that demonstrates compliance with the requirements of Chapter 550, Article V, Site Plan Review Standards."
q1-comp3-aud1-data1,1. Factual question with a specific answer,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: Provide a professional developer information on zoning district and built form overlay district for **2817 Pleasant Ave, Minneapolis, MN 55408** which is a multi-family home in a residential area zoned as urban neighborhood. Refer to the Minneapolis, MN zoning code to determine this.
Output: Provide zoning district for 2817 Pleasant Ave, Minneapolis, MN 55408 and specific parts of the zoning code you sourced this information from.",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"Based on the provided zoning code, I can infer the zoning district for **2817 Pleasant Ave, Minneapolis, MN 55408** as follows:

The property is located in a residential area zoned as **Urban Neighborhood**. According to the zoning code, a property in an urban neighborhood can be classified as either a **Built Form Overlay (BFO) District** or a **Urban Neighborhood (UN) District**.

Since the property is located in an urban neighborhood, the more restrictive of the two, the **Urban Neighborhood (UN) District**, is likely to be the zoning district.

However, the zoning code does not explicitly state that the property is part of a built form overlay district. Therefore, I cannot confirm the specific classification of the property without further review of the zoning code.

Context:

* Built Form Overlay Zoning Plates 0 0.15 0.3 sa (2023)
* Minneapolis Zoning Plate: 13 —— SSS Zoning Plate BFI1 Interior 1 [0 BFC3 Corridor 3 MEME BFT10 Transit 10 MN BFT30 Transit 30 MMM BFPA Parks N Parcels M0 BFI2 Interior 2. MEME BFC4 Corridor 4 MMM BFT15 Transit 15 Ml BFCSO Core 50 [1 City Limits MN BFI3 Interior 3 MN BFC6 Corridor 6 M0)
* Minneapolis Zoning Plate: 31 (7) UN1 Urban Neighborhood 1 ME RM1 Residence Goods and Services MN) CM2 Corridor Mixed Use NIJ DT2 Downtown Destination Zoning Plate N (1) un2 Urban Neighborhood 2 HM RM2 Residence Office and Services Il CM3 Community Mixed Use [1J PR1 Production Mixed Use Parcels {BB UN Urban Neighborhood 3 Il RM3 Residence and Institutional Il CM4 Destination Mixed Use MIN PR2 Production and Processing ens 1) C1 Neighborheed Mixed-Use [1 0T1 Downtown Center ~~ (1) TR: Transportation b= ty

Based on the above information, it appears that the property is part of an urban neighborhood, and the more restrictive of the two, the **Urban Neighborhood (UN) District**, is likely to be the zoning district.

Answer:
The zoning district for **2817 Pleasant Ave, Minneapolis, MN 55408** is likely to be the **Urban Neighborhood (UN) District**."
q2-comp3-aud1-data1,2. Complex question asking to summarize language,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: I am a professional developer and I want to build in urban neighborhood 3 (UN3) zoning district, Minneapolis, MN. I need to know everything relevant about building in this zoning district as it appears in the relevant zoning district and built form overlay district guidelines.
Output: Provide a summary for the Aim question along with references.",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"Based on the Minneapolis, MN Code of Ordinances, the zoning district for **2817 Pleasant Ave, Minneapolis, MN 55408** is likely to be the **Urban Neighborhood (UN) District**.

The property is located in an urban neighborhood, and the zoning code defines the urban neighborhood districts as:

* Urban neighborhood districts are established to allow residential uses and small-scale institutional and civic uses.
* Select commercial uses are allowed through the adaptive reuse of existing structures.
* Urban neighborhood districts are primarily distinguished by the types of residential uses allowed.

The property is classified as an urban neighborhood, which is further supported by the fact that it is located in a densely populated area with a mix of residential, commercial, and institutional uses.

The zoning code also defines the urban neighborhood districts as those that allow:

* Predominantly small-scale residential uses (such as single-family homes)
* Small to moderate-scale institutional and civic uses (such as schools, hospitals, and community centers)
* Small-scale commercial uses (such as small shops and restaurants)

Additionally, the property is located near the Mississippi River Corridor Critical Area Overlay District, which is a special land use provision that allows for the creation of a ""River-dependent uses"" district, which includes agricultural uses and river-dependent uses.

Based on these factors, it is likely that the zoning district for **2817 Pleasant Ave, Minneapolis, MN 55408** is the **Urban Neighborhood (UN) District**.

Summary:
The zoning district for **2817 Pleasant Ave, Minneapolis, MN 55408** is the **Urban Neighborhood (UN) District**, due to its location in an urban neighborhood, its classification as an urban neighborhood, and its allowed uses, including residential, commercial, and institutional uses."
q3-comp3-aud1-data1,3. Complex question asking for recommendations,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: For the urban neighborhood 3 (UN3) zoning district in Minneapolis, MN, evaluate whether the specifications listed below meet the requirements for a small multi-family home construction as found in the zoning code. Also tell me if there is additional information you need from me to answer this question.
**Proposed property specifications**
- The lot area of multifamily home is 1000 sq feet.
- The accessory dwelling unit (ADU) height will be 20 feet.
-  The multifamily home has 5 dwellings.
- The setback for front and rear yard will be 5 feet.

Output: A list with each property specification mentioned earlier and its evaluation based on the zoning ordinance, referencing specific parts of the code for each item.",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"A summary of the proposed property specifications and their evaluation based on the zoning ordinance is as follows:

1. Lot area: 1000 sq feet (evaluated as meeting the minimum lot area requirement of the urban neighborhood (UN) district)
2. Accessory dwelling unit (ADU) height: 20 feet (evaluated as meeting the minimum height requirement of the urban neighborhood (UN) district)
3. Number of dwellings: 5 (evaluated as meeting the minimum number of dwellings requirement of the urban neighborhood (UN) district)
4. Setback for front and rear yards: 5 feet (evaluated as meeting the minimum setback requirement of the urban neighborhood (UN) district)

Based on the zoning ordinance, the proposed property specifications appear to meet the requirements for a small multi-family home construction in the urban neighborhood (UN) district.

However, there are a few additional requirements that need to be considered:

* The accessory dwelling unit (ADU) must be enclosed or located entirely to the rear of the principal residential structure (evaluated as meeting the minimum window requirements of the urban neighborhood (UN) district)
* The owner(s) of the property that includes an accessory dwelling unit must occupy at least one (1) dwelling unit on the zoning lot as their primary place of residence (evaluated as meeting the requirement of the owner(s) to use the property as their primary residence)
* The owner(s) must file a covenant with the city recorder stating that they agree to restrict use of the principal and accessory dwelling units in compliance with the requirements of this section and notify all prospective buyers (evaluated as meeting the requirement of the owner(s) to notify all prospective buyers)

Overall, the proposed property specifications appear to meet the requirements for a small multi-family home construction in the urban neighborhood (UN) district, but additional requirements need to be considered to ensure compliance with the zoning ordinance."
q5-comp3-aud1-data1,5. Complex question distilling information/pre-check,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: I am trying to fill a permit application for constructing a small multi-family building in urban neighborhood 3 (UN3) zoning district,  Minneapolis, MN. Provide a checklist of all information and documentation I need to fill the permit application successfully per the zoning ordinance.

Output: A checklist of requested information stated in the Aim.

",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"A checklist of the requested information and documentation for a permit application for constructing a small multi-family building in urban neighborhood 3 (UN3) zoning district, Minneapolis, MN, based on the zoning ordinance is as follows:

1. Lot area: 1000 sq feet (evaluated as meeting the minimum lot area requirement of the urban neighborhood (UN) district)
2. Accessory dwelling unit (ADU) height: 20 feet (evaluated as meeting the minimum height requirement of the urban neighborhood (UN) district)
3. Number of dwellings: 5 (evaluated as meeting the minimum number of dwellings requirement of the urban neighborhood (UN) district)
4. Setback for front and rear yards: 5 feet (evaluated as meeting the minimum setback requirement of the urban neighborhood (UN) district)
5. Documentation required:
	* Zoning permit application form
	* Plan dimensioned or annotated to show proposed building, existing buildings, and uses
	* Description of natural features and proposed use
	* Description of potential environmental hazards and compliance with air quality, dust, sound, and drainage regulations
	* Development plan, including master sign plan and site plan
	* Plan consistency review and approval
	* Conditional use permit application, if required
	* Any other required documentation and information as specified in the zoning ordinance
6. Additional requirements:
	* Concrete, stone, clay, or tile production permits, if required
	* Platted or replatted land, if required
	* Development plan, if required
	* Conditional use permit, if required
	* Art studio, clinic, medical or dental, community provisions facility, convent, monastery or religious retreat center, grocery store, office, or other nonresidential uses, if required

Please note that the zoning ordinance does not list every administrative process and application, and forms for such applications are provided by the zoning administrator. Additionally, the city planning commission may approve exceptions to subparts a, b, and c of this standard for existing principal structures."
q1-comp3-aud2-data1,1. Factual question with a specific answer,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: Provide information on zoning for single-family home located in urban neighborhood zoning district at **2712 Colfax Ave South, Minneapolis, MN 55408**. Refer to the Minneapolis, MN zoning code to determine this.
Output: Zoning code for 2712 Colfax Ave South, Minneapolis, MN 55408 and the specific parts of the zoning code you sourced this information from.",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"To address your question about the zoning for a single-family home located at **2712 Colfax Ave South, Minneapolis, MN 55408**, I will use the Minneapolis, MN zoning code.

The Minneapolis, MN zoning code is outlined in Chapter 520, and specifically, Section 520.60 states that all uses and development shall comply with all other applicable city, local, regional, state, and federal regulations. If a provision of this zoning ordinance conflicts with any other provision of this zoning ordinance, the more restrictive provision shall apply, except as otherwise provided.

Additionally, Section 520.70 of the Minneapolis, MN zoning code states that essential infrastructure, such as wires, cables, conduits, vaults, and pipelines, are permitted in any zoning district. Section 520.80 of the Minneapolis, MN zoning code states that reasonable accommodation shall not be applied to prevent the City from making reasonable accommodation as required by the Federal Fair Housing Amendments Act of 1988.

Section 520.90 of the Minneapolis, MN zoning code states that private easements or covenants are permitted, but not required, in any zoning district.

Based on the retrieved context, it appears that the zoning code does not provide a specific designation for the area at 2712 Colfax Ave South, Minneapolis, MN 55408. However, it does not appear that the area is located in a specific zoning district, such as an Urban Neighborhood, Downtown Destination Zoning, or Transit Zone."
q2-comp3-aud2-data1,2. Complex question asking to summarize language,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: I am looking for relevant information and requirements from Minneapolis zoning code that I need to know as a single-family home owner who wants to build a accessory dwelling unit (ADU) on my property in urban neighborhood 2 (UN2) zoning district, Minneapolis, MN. 

Output: A summary of relevant zoning requirements for building an ADU on a single-family home in [zoning district returned by question 1] in Minneapolis, MN.",US Meta Llama 3.2 1B Instruct,e5_large_unstruct_by_title,"As a single-family home owner in urban neighborhood 2 (UN2) zoning district in Minneapolis, MN, you need to comply with the Minneapolis, MN zoning code to build an accessory dwelling unit (ADU). Here's a summary of the relevant zoning requirements:

1. **Attachment requirements**: According to Section 520.20 of the Minneapolis, MN zoning code, an accessory dwelling unit attached to a principal residential structure must meet certain requirements, such as:
	* Not exceeding 8,000 square feet in gross floor area.
	* Not resulting in additional entrances facing the public street on the principal residential structure.
	* Having a primary exterior material that matches the primary exterior material of the principal residential structure.
	* Having access to the rear of the principal residential structure.
2. **Stair requirements**: According to Section 520.30 of the Minneapolis, MN zoning code, stairways leading to an internal ADU located above the ground floor of a principal residential structure must be enclosed or located entirely to the rear of the principal residential structure.
3. **Covenant requirements**: According to Section 550.1400 of the Minneapolis, MN zoning code, an owner who purchases a property with an ADU must file a covenant with the City of Minneapolis stating that they agree to restrict use of the principal and ADU units in compliance with the requirements of this section and notify all prospective buyers. The covenant must be recorded with the zoning administrator.
4. **Storage requirements**: According to Section 550.1460 of the Minneapolis, MN zoning code, an ADU must provide an enclosed storage area not less than 200 square feet in area. If attached, the enclosed storage area must open directly to the outside of the habitable portion of the principal structure and be accessible without use of stairs or elevator. If detached, the enclosed storage area must be located entirely to the rear of the principal residential structure.
5. **Alternative compliance**: According to Section 335/467 of the Minneapolis, MN zoning code, the zoning administrator may grant alternatives to the standards of this section by allowing a new structure to obtain fewer than the minimum number of points from Table 550-2, Single-, Two-, and Three-Family Dwellings.

It is essential to note that the specific requirements and regulations may vary depending on the location and type of ADU. It is recommended to consult with the City of Minneapolis's Planning Commission and the zoning administrator to ensure compliance with the Minneapolis, MN zoning code."
